row,id,space_group,crystal_system,crystal_system_id
321803,7030413,14,Monoclinic,1
321804,7030414,14,Monoclinic,1
321805,7030415,2,Triclinic,0
321806,7030416,14,Monoclinic,1
321807,7030417,15,Monoclinic,1
321808,7030419,216,Cubic,6
321809,7030420,216,Cubic,6
321810,7030421,216,Cubic,6
321811,7030422,167,Trigonal,4
321812,7030423,14,Monoclinic,1
321813,7030424,19,Orthorhombic,2
321814,7030425,9,Monoclinic,1
321815,7030426,9,Monoclinic,1
321816,7030427,9,Monoclinic,1
321817,7030428,2,Triclinic,0
321818,7030429,15,Monoclinic,1
321819,7030430,15,Monoclinic,1
321820,7030431,2,Triclinic,0
321821,7030432,15,Monoclinic,1
321822,7030433,14,Monoclinic,1
321823,7030434,2,Triclinic,0
321824,7030435,2,Triclinic,0
321825,7030436,2,Triclinic,0
321826,7030437,2,Triclinic,0
321827,7030438,2,Triclinic,0
321828,7030439,9,Monoclinic,1
321829,7030440,82,Tetragonal,3
321830,7030441,15,Monoclinic,1
321831,7030442,2,Triclinic,0
321832,7030443,61,Orthorhombic,2
321833,7030444,29,Orthorhombic,2
321834,7030445,2,Triclinic,0
321835,7030446,61,Orthorhombic,2
321836,7030447,14,Monoclinic,1
321837,7030448,2,Triclinic,0
321838,7030449,14,Monoclinic,1
321839,7030450,14,Monoclinic,1
321840,7030451,2,Triclinic,0
321841,7030452,2,Triclinic,0
321842,7030453,2,Triclinic,0
321843,7030454,114,Tetragonal,3
321844,7030455,14,Monoclinic,1
321845,7030456,14,Monoclinic,1
321846,7030457,14,Monoclinic,1
321847,7030458,2,Triclinic,0
321848,7030459,4,Monoclinic,1
321849,7030460,62,Orthorhombic,2
321850,7030461,19,Orthorhombic,2
321851,7030462,19,Orthorhombic,2
321852,7030463,2,Triclinic,0
321853,7030464,14,Monoclinic,1
321854,7030465,4,Monoclinic,1
321855,7030466,2,Triclinic,0
321856,7030467,14,Monoclinic,1
321857,7030468,14,Monoclinic,1
321858,7030469,29,Orthorhombic,2
321859,7030470,14,Monoclinic,1
321860,7030471,19,Orthorhombic,2
321861,7030472,15,Monoclinic,1
321862,7030473,14,Monoclinic,1
321863,7030474,14,Monoclinic,1
321864,7030475,2,Triclinic,0
321865,7030476,5,Monoclinic,1
321866,7030477,2,Triclinic,0
321867,7030478,14,Monoclinic,1
321868,7030479,2,Triclinic,0
321869,7030480,14,Monoclinic,1
321870,7030481,60,Orthorhombic,2
321871,7030482,148,Trigonal,4
321872,7030483,14,Monoclinic,1
321873,7030484,2,Triclinic,0
321874,7030485,2,Triclinic,0
321875,7030486,15,Monoclinic,1
321876,7030487,15,Monoclinic,1
321877,7030488,14,Monoclinic,1
321878,7030489,14,Monoclinic,1
321879,7030490,2,Triclinic,0
321880,7030491,2,Triclinic,0
321881,7030492,14,Monoclinic,1
321882,7030493,2,Triclinic,0
321883,7030494,2,Triclinic,0
321884,7030495,15,Monoclinic,1
321885,7030496,2,Triclinic,0
321886,7030497,2,Triclinic,0
321887,7030498,2,Triclinic,0
321888,7030499,2,Triclinic,0
321889,7030500,2,Triclinic,0
321890,7030501,14,Monoclinic,1
321891,7030502,14,Monoclinic,1
321892,7030503,14,Monoclinic,1
321893,7030505,11,Monoclinic,1
321894,7030506,14,Monoclinic,1
321895,7030507,2,Triclinic,0
321896,7030508,2,Triclinic,0
321897,7030509,2,Triclinic,0
321898,7030510,14,Monoclinic,1
321899,7030511,14,Monoclinic,1
321900,7030512,14,Monoclinic,1
321901,7030513,14,Monoclinic,1
321902,7030514,14,Monoclinic,1
321903,7030515,214,Cubic,6
321904,7030516,18,Orthorhombic,2
321905,7030517,14,Monoclinic,1
321906,7030518,60,Orthorhombic,2
321907,7030519,2,Triclinic,0
321908,7030520,2,Triclinic,0
321909,7030521,2,Triclinic,0
321910,7030522,14,Monoclinic,1
321911,7030523,2,Triclinic,0
321912,7030524,14,Monoclinic,1
321913,7030525,2,Triclinic,0
321914,7030526,2,Triclinic,0
321915,7030527,15,Monoclinic,1
321916,7030528,167,Trigonal,4
321917,7030529,14,Monoclinic,1
321918,7030530,2,Triclinic,0
321919,7030531,114,Tetragonal,3
321920,7030532,114,Tetragonal,3
321921,7030533,114,Tetragonal,3
321922,7030534,2,Triclinic,0
321923,7030535,97,Tetragonal,3
321924,7030536,2,Triclinic,0
321925,7030537,2,Triclinic,0
321926,7030538,2,Triclinic,0
321927,7030539,14,Monoclinic,1
321928,7030540,15,Monoclinic,1
321929,7030541,14,Monoclinic,1
321930,7030542,14,Monoclinic,1
321931,7030543,2,Triclinic,0
321932,7030544,15,Monoclinic,1
321933,7030545,14,Monoclinic,1
321934,7030546,14,Monoclinic,1
321935,7030547,33,Orthorhombic,2
321936,7030548,14,Monoclinic,1
321937,7030549,7,Monoclinic,1
321938,7030550,76,Tetragonal,3
321939,7030551,2,Triclinic,0
321940,7030552,19,Orthorhombic,2
321941,7030553,14,Monoclinic,1
321942,7030554,14,Monoclinic,1
321943,7030555,7,Monoclinic,1
321944,7030556,2,Triclinic,0
321945,7030557,14,Monoclinic,1
321946,7030559,14,Monoclinic,1
321947,7030560,61,Orthorhombic,2
321948,7030562,61,Orthorhombic,2
321949,7030563,14,Monoclinic,1
321950,7030567,14,Monoclinic,1
321951,7030568,43,Orthorhombic,2
321952,7030569,62,Orthorhombic,2
321953,7030570,78,Tetragonal,3
321954,7030571,14,Monoclinic,1
321955,7030572,14,Monoclinic,1
321956,7030573,14,Monoclinic,1
321957,7030574,2,Triclinic,0
321958,7030575,14,Monoclinic,1
321959,7030576,2,Triclinic,0
321960,7030577,15,Monoclinic,1
321961,7030578,2,Triclinic,0
321962,7030580,61,Orthorhombic,2
321963,7030581,12,Monoclinic,1
321964,7030582,12,Monoclinic,1
321965,7030583,12,Monoclinic,1
321966,7030584,94,Tetragonal,3
321967,7030585,14,Monoclinic,1
321968,7030586,14,Monoclinic,1
321969,7030587,15,Monoclinic,1
321970,7030588,2,Triclinic,0
321971,7030589,15,Monoclinic,1
321972,7030590,2,Triclinic,0
321973,7030591,2,Triclinic,0
321974,7030592,14,Monoclinic,1
321975,7030593,2,Triclinic,0
321976,7030594,14,Monoclinic,1
321977,7030595,14,Monoclinic,1
321978,7030596,14,Monoclinic,1
321979,7030597,43,Orthorhombic,2
321980,7030598,15,Monoclinic,1
321981,7030599,2,Triclinic,0
321982,7030600,14,Monoclinic,1
321983,7030601,2,Triclinic,0
321984,7030602,2,Triclinic,0
321985,7030604,14,Monoclinic,1
321986,7030607,14,Monoclinic,1
321987,7030608,60,Orthorhombic,2
321988,7030609,61,Orthorhombic,2
321989,7030610,15,Monoclinic,1
321990,7030611,15,Monoclinic,1
321991,7030612,15,Monoclinic,1
321992,7030613,14,Monoclinic,1
321993,7030614,14,Monoclinic,1
321994,7030615,14,Monoclinic,1
321995,7030616,81,Tetragonal,3
321996,7030617,14,Monoclinic,1
321997,7030618,11,Monoclinic,1
321998,7030619,148,Trigonal,4
321999,7030620,14,Monoclinic,1
322000,7030621,14,Monoclinic,1
322001,7030622,15,Monoclinic,1
322002,7030623,15,Monoclinic,1
322003,7030624,14,Monoclinic,1
322004,7030625,14,Monoclinic,1
322005,7030626,2,Triclinic,0
322006,7030627,148,Trigonal,4
322007,7030628,19,Orthorhombic,2
322008,7030629,14,Monoclinic,1
322009,7030630,15,Monoclinic,1
322010,7030631,14,Monoclinic,1
322011,7030632,14,Monoclinic,1
322012,7030633,2,Triclinic,0
322013,7030634,14,Monoclinic,1
322014,7030635,2,Triclinic,0
322015,7030636,70,Orthorhombic,2
322016,7030637,70,Orthorhombic,2
322017,7030638,2,Triclinic,0
322018,7030639,15,Monoclinic,1
322019,7030640,12,Monoclinic,1
322020,7030641,2,Triclinic,0
322021,7030642,14,Monoclinic,1
322022,7030643,197,Cubic,6
322023,7030644,19,Orthorhombic,2
322024,7030645,60,Orthorhombic,2
322025,7030646,60,Orthorhombic,2
322026,7030647,15,Monoclinic,1
322027,7030648,15,Monoclinic,1
322028,7030649,15,Monoclinic,1
322029,7030650,14,Monoclinic,1
322030,7030651,2,Triclinic,0
322031,7030652,15,Monoclinic,1
322032,7030653,15,Monoclinic,1
322033,7030654,15,Monoclinic,1
322034,7030655,15,Monoclinic,1
322035,7030656,15,Monoclinic,1
322036,7030657,15,Monoclinic,1
322037,7030658,61,Orthorhombic,2
322038,7030659,12,Monoclinic,1
322039,7030660,2,Triclinic,0
322040,7030661,14,Monoclinic,1
322041,7030662,19,Orthorhombic,2
322042,7030663,2,Triclinic,0
322043,7030664,2,Triclinic,0
322044,7030665,2,Triclinic,0
322045,7030666,2,Triclinic,0
322046,7030667,2,Triclinic,0
322047,7030668,14,Monoclinic,1
322048,7030669,14,Monoclinic,1
322049,7030670,2,Triclinic,0
322050,7030671,12,Monoclinic,1
322051,7030672,198,Cubic,6
322052,7030673,14,Monoclinic,1
322053,7030674,15,Monoclinic,1
322054,7030675,2,Triclinic,0
322055,7030676,14,Monoclinic,1
322056,7030677,14,Monoclinic,1
322057,7030678,2,Triclinic,0
322058,7030679,14,Monoclinic,1
322059,7030680,14,Monoclinic,1
322060,7030681,165,Trigonal,4
322061,7030682,86,Tetragonal,3
322062,7030683,2,Triclinic,0
322063,7030684,14,Monoclinic,1
322064,7030685,2,Triclinic,0
322065,7030686,19,Orthorhombic,2
322066,7030687,14,Monoclinic,1
322067,7030688,2,Triclinic,0
322068,7030689,14,Monoclinic,1
322069,7030690,1,Triclinic,0
322070,7030692,167,Trigonal,4
322071,7030693,14,Monoclinic,1
322072,7030694,61,Orthorhombic,2
322073,7030695,14,Monoclinic,1
322074,7030696,205,Cubic,6
322075,7030697,61,Orthorhombic,2
322076,7030698,14,Monoclinic,1
322077,7030699,14,Monoclinic,1
322078,7030700,18,Orthorhombic,2
322079,7030701,14,Monoclinic,1
322080,7030702,2,Triclinic,0
322081,7030703,15,Monoclinic,1
322082,7030704,15,Monoclinic,1
322083,7030706,14,Monoclinic,1
322084,7030707,15,Monoclinic,1
322085,7030708,2,Triclinic,0
322086,7030709,2,Triclinic,0
322087,7030710,76,Tetragonal,3
322088,7030711,14,Monoclinic,1
322089,7030712,19,Orthorhombic,2
322090,7030713,9,Monoclinic,1
322091,7030714,14,Monoclinic,1
322092,7030715,9,Monoclinic,1
322093,7030716,2,Triclinic,0
322094,7030717,141,Tetragonal,3
322095,7030718,15,Monoclinic,1
322096,7030719,2,Triclinic,0
322097,7030720,2,Triclinic,0
322098,7030721,2,Triclinic,0
322099,7030722,4,Monoclinic,1
322100,7030723,2,Triclinic,0
322101,7030724,14,Monoclinic,1
322102,7030725,14,Monoclinic,1
322103,7030726,2,Triclinic,0
322104,7030727,19,Orthorhombic,2
322105,7030728,15,Monoclinic,1
322106,7030729,2,Triclinic,0
322107,7030730,14,Monoclinic,1
322108,7030731,2,Triclinic,0
322109,7030732,2,Triclinic,0
322110,7030733,61,Orthorhombic,2
322111,7030734,2,Triclinic,0
322112,7030735,15,Monoclinic,1
322113,7030736,15,Monoclinic,1
322114,7030737,176,Hexagonal,5
322115,7030738,2,Triclinic,0
322116,7030739,64,Orthorhombic,2
322117,7030740,14,Monoclinic,1
322118,7030741,15,Monoclinic,1
322119,7030742,19,Orthorhombic,2
322120,7030743,14,Monoclinic,1
322121,7030744,14,Monoclinic,1
322122,7030745,15,Monoclinic,1
322123,7030746,14,Monoclinic,1
322124,7030747,15,Monoclinic,1
322125,7030748,2,Triclinic,0
322126,7030749,14,Monoclinic,1
322127,7030750,176,Hexagonal,5
322128,7030751,176,Hexagonal,5
322129,7030752,176,Hexagonal,5
322130,7030753,2,Triclinic,0
322131,7030754,2,Triclinic,0
322132,7030755,14,Monoclinic,1
322133,7030756,9,Monoclinic,1
322134,7030757,14,Monoclinic,1
322135,7030758,15,Monoclinic,1
322136,7030759,43,Orthorhombic,2
322137,7030760,7,Monoclinic,1
322138,7030761,8,Monoclinic,1
322139,7030763,2,Triclinic,0
322140,7030764,15,Monoclinic,1
322141,7030765,4,Monoclinic,1
322142,7030766,14,Monoclinic,1
322143,7030767,14,Monoclinic,1
322144,7030768,19,Orthorhombic,2
322145,7030770,14,Monoclinic,1
322146,7030771,14,Monoclinic,1
322147,7030772,14,Monoclinic,1
322148,7030773,14,Monoclinic,1
322149,7030774,14,Monoclinic,1
322150,7030775,2,Triclinic,0
322151,7030776,15,Monoclinic,1
322152,7030777,14,Monoclinic,1
322153,7030778,2,Triclinic,0
322154,7030779,14,Monoclinic,1
322155,7030780,2,Triclinic,0
322156,7030781,2,Triclinic,0
322157,7030782,60,Orthorhombic,2
322158,7030783,2,Triclinic,0
322159,7030784,167,Trigonal,4
322160,7030785,12,Monoclinic,1
322161,7030786,2,Triclinic,0
322162,7030787,60,Orthorhombic,2
322163,7030788,14,Monoclinic,1
322164,7030789,14,Monoclinic,1
322165,7030790,70,Orthorhombic,2
322166,7030791,2,Triclinic,0
322167,7030792,2,Triclinic,0
322168,7030793,9,Monoclinic,1
322169,7030794,14,Monoclinic,1
322170,7030795,15,Monoclinic,1
322171,7030796,15,Monoclinic,1
322172,7030797,15,Monoclinic,1
322173,7030798,15,Monoclinic,1
322174,7030799,14,Monoclinic,1
322175,7030800,2,Triclinic,0
322176,7030801,15,Monoclinic,1
322177,7030802,15,Monoclinic,1
322178,7030803,15,Monoclinic,1
322179,7030804,15,Monoclinic,1
322180,7030805,36,Orthorhombic,2
322181,7030806,33,Orthorhombic,2
322182,7030807,11,Monoclinic,1
322183,7030808,33,Orthorhombic,2
322184,7030809,63,Orthorhombic,2
322185,7030810,14,Monoclinic,1
322186,7030811,61,Orthorhombic,2
322187,7030812,2,Triclinic,0
322188,7030813,14,Monoclinic,1
322189,7030814,14,Monoclinic,1
322190,7030815,15,Monoclinic,1
322191,7030816,2,Triclinic,0
322192,7030817,29,Orthorhombic,2
322193,7030818,165,Trigonal,4
322194,7030819,147,Trigonal,4
322195,7030820,9,Monoclinic,1
322196,7030821,14,Monoclinic,1
322197,7030822,148,Trigonal,4
322198,7030823,14,Monoclinic,1
322199,7030824,2,Triclinic,0
322200,7030825,2,Triclinic,0
322201,7030826,14,Monoclinic,1
322202,7030827,15,Monoclinic,1
322203,7030828,14,Monoclinic,1
322204,7030829,15,Monoclinic,1
322205,7030830,36,Orthorhombic,2
322206,7030831,33,Orthorhombic,2
322207,7030832,36,Orthorhombic,2
322208,7030833,36,Orthorhombic,2
322209,7030834,14,Monoclinic,1
322210,7030835,14,Monoclinic,1
322211,7030836,15,Monoclinic,1
322212,7030837,15,Monoclinic,1
322213,7030838,19,Orthorhombic,2
322214,7030839,14,Monoclinic,1
322215,7030840,15,Monoclinic,1
322216,7030841,14,Monoclinic,1
322217,7030842,14,Monoclinic,1
322218,7030843,19,Orthorhombic,2
322219,7030844,2,Triclinic,0
322220,7030845,2,Triclinic,0
322221,7030846,14,Monoclinic,1
322222,7030847,14,Monoclinic,1
322223,7030848,2,Triclinic,0
322224,7030849,2,Triclinic,0
322225,7030850,14,Monoclinic,1
322226,7030851,14,Monoclinic,1
322227,7030852,15,Monoclinic,1
322228,7030853,2,Triclinic,0
322229,7030854,2,Triclinic,0
322230,7030855,2,Triclinic,0
322231,7030856,2,Triclinic,0
322232,7030857,2,Triclinic,0
322233,7030858,14,Monoclinic,1
322234,7030859,2,Triclinic,0
322235,7030860,2,Triclinic,0
322236,7030861,14,Monoclinic,1
322237,7030862,2,Triclinic,0
322238,7030863,167,Trigonal,4
322239,7030864,61,Orthorhombic,2
322240,7030865,7,Monoclinic,1
322241,7030867,14,Monoclinic,1
322242,7030870,2,Triclinic,0
322243,7030871,14,Monoclinic,1
322244,7030872,2,Triclinic,0
322245,7030873,14,Monoclinic,1
322246,7030874,12,Monoclinic,1
322247,7030875,33,Orthorhombic,2
322248,7030876,88,Tetragonal,3
322249,7030877,9,Monoclinic,1
322250,7030878,14,Monoclinic,1
322251,7030879,2,Triclinic,0
322252,7030880,14,Monoclinic,1
322253,7030881,14,Monoclinic,1
322254,7030882,14,Monoclinic,1
322255,7030883,14,Monoclinic,1
322256,7030884,15,Monoclinic,1
322257,7030885,2,Triclinic,0
322258,7030887,2,Triclinic,0
322259,7030888,14,Monoclinic,1
322260,7030889,61,Orthorhombic,2
322261,7030890,2,Triclinic,0
322262,7030891,63,Orthorhombic,2
322263,7030892,216,Cubic,6
322264,7030893,216,Cubic,6
322265,7030894,216,Cubic,6
322266,7030895,216,Cubic,6
322267,7030896,2,Triclinic,0
322268,7030897,2,Triclinic,0
322269,7030898,14,Monoclinic,1
322270,7030899,14,Monoclinic,1
322271,7030900,14,Monoclinic,1
322272,7030901,14,Monoclinic,1
322273,7030902,2,Triclinic,0
322274,7030903,2,Triclinic,0
322275,7030904,33,Orthorhombic,2
322276,7030905,2,Triclinic,0
322277,7030906,2,Triclinic,0
322278,7030907,14,Monoclinic,1
322279,7030908,14,Monoclinic,1
322280,7030909,2,Triclinic,0
322281,7030910,14,Monoclinic,1
322282,7030911,14,Monoclinic,1
322283,7030912,15,Monoclinic,1
322284,7030913,15,Monoclinic,1
322285,7030914,190,Hexagonal,5
322286,7030915,15,Monoclinic,1
322287,7030916,148,Trigonal,4
322288,7030917,2,Triclinic,0
322289,7030918,14,Monoclinic,1
322290,7030919,14,Monoclinic,1
322291,7030920,14,Monoclinic,1
322292,7030921,14,Monoclinic,1
322293,7030922,62,Orthorhombic,2
322294,7030923,2,Triclinic,0
322295,7030924,14,Monoclinic,1
322296,7030925,14,Monoclinic,1
322297,7030926,14,Monoclinic,1
322298,7030927,2,Triclinic,0
322299,7030928,2,Triclinic,0
322300,7030929,14,Monoclinic,1
322301,7030930,88,Tetragonal,3
322302,7030931,2,Triclinic,0
322303,7030933,15,Monoclinic,1
322304,7030934,2,Triclinic,0
322305,7030935,2,Triclinic,0
322306,7030936,2,Triclinic,0
322307,7030937,14,Monoclinic,1
322308,7030938,14,Monoclinic,1
322309,7030939,2,Triclinic,0
322310,7030940,61,Orthorhombic,2
322311,7030941,14,Monoclinic,1
322312,7030942,14,Monoclinic,1
322313,7030943,14,Monoclinic,1
322314,7030944,14,Monoclinic,1
322315,7030945,14,Monoclinic,1
322316,7030947,2,Triclinic,0
322317,7030948,2,Triclinic,0
322318,7030949,19,Orthorhombic,2
322319,7030950,14,Monoclinic,1
322320,7030951,14,Monoclinic,1
322321,7030952,15,Monoclinic,1
322322,7030953,19,Orthorhombic,2
322323,7030954,19,Orthorhombic,2
322324,7030958,4,Monoclinic,1
322325,7030959,14,Monoclinic,1
322326,7030960,2,Triclinic,0
322327,7030961,2,Triclinic,0
322328,7030962,2,Triclinic,0
322329,7030963,14,Monoclinic,1
322330,7030964,14,Monoclinic,1
322331,7030965,2,Triclinic,0
322332,7030966,14,Monoclinic,1
322333,7030967,14,Monoclinic,1
322334,7030968,2,Triclinic,0
322335,7030969,2,Triclinic,0
322336,7030970,62,Orthorhombic,2
322337,7030971,62,Orthorhombic,2
322338,7030972,2,Triclinic,0
322339,7030973,12,Monoclinic,1
322340,7030974,148,Trigonal,4
322341,7030976,2,Triclinic,0
322342,7030977,45,Orthorhombic,2
322343,7030978,2,Triclinic,0
322344,7030979,19,Orthorhombic,2
322345,7030980,2,Triclinic,0
322346,7030981,14,Monoclinic,1
322347,7030982,15,Monoclinic,1
322348,7030983,2,Triclinic,0
322349,7030984,2,Triclinic,0
322350,7030985,14,Monoclinic,1
322351,7030986,15,Monoclinic,1
322352,7030987,19,Orthorhombic,2
322353,7030988,14,Monoclinic,1
322354,7030989,14,Monoclinic,1
322355,7030990,14,Monoclinic,1
322356,7030991,14,Monoclinic,1
322357,7030992,14,Monoclinic,1
322358,7030993,2,Triclinic,0
322359,7030994,14,Monoclinic,1
322360,7030995,14,Monoclinic,1
322361,7030996,2,Triclinic,0
322362,7030997,2,Triclinic,0
322363,7030998,14,Monoclinic,1
322364,7030999,15,Monoclinic,1
322365,7031000,14,Monoclinic,1
322366,7031001,14,Monoclinic,1
322367,7031002,14,Monoclinic,1
322368,7031003,19,Orthorhombic,2
322369,7031004,19,Orthorhombic,2
322370,7031005,14,Monoclinic,1
322371,7031006,2,Triclinic,0
322372,7031007,14,Monoclinic,1
322373,7031008,14,Monoclinic,1
322374,7031010,14,Monoclinic,1
322375,7031011,14,Monoclinic,1
322376,7031012,19,Orthorhombic,2
322377,7031013,14,Monoclinic,1
322378,7031014,2,Triclinic,0
322379,7031015,33,Orthorhombic,2
322380,7031016,14,Monoclinic,1
322381,7031017,14,Monoclinic,1
322382,7031018,14,Monoclinic,1
322383,7031019,2,Triclinic,0
322384,7031020,2,Triclinic,0
322385,7031021,2,Triclinic,0
322386,7031022,2,Triclinic,0
322387,7031024,62,Orthorhombic,2
322388,7031025,62,Orthorhombic,2
322389,7031026,62,Orthorhombic,2
322390,7031027,62,Orthorhombic,2
322391,7031028,62,Orthorhombic,2
322392,7031029,14,Monoclinic,1
322393,7031030,14,Monoclinic,1
322394,7031031,15,Monoclinic,1
322395,7031032,2,Triclinic,0
322396,7031033,2,Triclinic,0
322397,7031034,12,Monoclinic,1
322398,7031035,2,Triclinic,0
322399,7031036,4,Monoclinic,1
322400,7031037,62,Orthorhombic,2
322401,7031038,15,Monoclinic,1
322402,7031039,2,Triclinic,0
322403,7031040,2,Triclinic,0
322404,7031041,4,Monoclinic,1
322405,7031042,113,Tetragonal,3
322406,7031045,15,Monoclinic,1
322407,7031046,2,Triclinic,0
322408,7031047,2,Triclinic,0
322409,7031048,12,Monoclinic,1
322410,7031049,14,Monoclinic,1
322411,7031050,12,Monoclinic,1
322412,7031051,2,Triclinic,0
322413,7031052,2,Triclinic,0
322414,7031053,15,Monoclinic,1
322415,7031054,14,Monoclinic,1
322416,7031056,14,Monoclinic,1
322417,7031057,2,Triclinic,0
322418,7031058,14,Monoclinic,1
322419,7031059,15,Monoclinic,1
322420,7031061,33,Orthorhombic,2
322421,7031062,14,Monoclinic,1
322422,7031063,15,Monoclinic,1
322423,7031064,2,Triclinic,0
322424,7031065,2,Triclinic,0
322425,7031066,14,Monoclinic,1
322426,7031067,12,Monoclinic,1
322427,7031068,14,Monoclinic,1
322428,7031069,14,Monoclinic,1
322429,7031070,14,Monoclinic,1
322430,7031071,2,Triclinic,0
322431,7031072,14,Monoclinic,1
322432,7031073,2,Triclinic,0
322433,7031074,2,Triclinic,0
322434,7031075,2,Triclinic,0
322435,7031076,2,Triclinic,0
322436,7031077,15,Monoclinic,1
322437,7031078,14,Monoclinic,1
322438,7031079,14,Monoclinic,1
322439,7031080,14,Monoclinic,1
322440,7031081,61,Orthorhombic,2
322441,7031082,19,Orthorhombic,2
322442,7031083,9,Monoclinic,1
322443,7031084,33,Orthorhombic,2
322444,7031085,14,Monoclinic,1
322445,7031086,19,Orthorhombic,2
322446,7031087,14,Monoclinic,1
322447,7031088,13,Monoclinic,1
322448,7031089,15,Monoclinic,1
322449,7031091,15,Monoclinic,1
322450,7031092,14,Monoclinic,1
322451,7031093,2,Triclinic,0
322452,7031094,14,Monoclinic,1
322453,7031095,2,Triclinic,0
322454,7031096,14,Monoclinic,1
322455,7031097,29,Orthorhombic,2
322456,7031098,14,Monoclinic,1
322457,7031099,14,Monoclinic,1
322458,7031100,2,Triclinic,0
322459,7031101,14,Monoclinic,1
322460,7031102,4,Monoclinic,1
322461,7031103,19,Orthorhombic,2
322462,7031104,2,Triclinic,0
322463,7031105,2,Triclinic,0
322464,7031106,2,Triclinic,0
322465,7031107,2,Triclinic,0
322466,7031108,14,Monoclinic,1
322467,7031109,15,Monoclinic,1
322468,7031110,2,Triclinic,0
322469,7031111,2,Triclinic,0
322470,7031112,2,Triclinic,0
322471,7031113,14,Monoclinic,1
322472,7031114,2,Triclinic,0
322473,7031115,14,Monoclinic,1
322474,7031116,14,Monoclinic,1
322475,7031117,14,Monoclinic,1
322476,7031118,167,Trigonal,4
322477,7031119,14,Monoclinic,1
322478,7031120,14,Monoclinic,1
322479,7031121,88,Tetragonal,3
322480,7031122,2,Triclinic,0
322481,7031123,14,Monoclinic,1
322482,7031124,2,Triclinic,0
322483,7031126,2,Triclinic,0
322484,7031127,14,Monoclinic,1
322485,7031128,2,Triclinic,0
322486,7031129,14,Monoclinic,1
322487,7031130,14,Monoclinic,1
322488,7031131,14,Monoclinic,1
322489,7031132,2,Triclinic,0
322490,7031133,15,Monoclinic,1
322491,7031134,2,Triclinic,0
322492,7031135,2,Triclinic,0
322493,7031136,2,Triclinic,0
322494,7031137,15,Monoclinic,1
322495,7031138,14,Monoclinic,1
322496,7031139,14,Monoclinic,1
322497,7031140,14,Monoclinic,1
322498,7031141,2,Triclinic,0
322499,7031142,2,Triclinic,0
322500,7031143,33,Orthorhombic,2
322501,7031144,15,Monoclinic,1
322502,7031145,88,Tetragonal,3
322503,7031146,14,Monoclinic,1
322504,7031147,70,Orthorhombic,2
322505,7031148,14,Monoclinic,1
322506,7031149,43,Orthorhombic,2
322507,7031150,43,Orthorhombic,2
322508,7031151,14,Monoclinic,1
322509,7031152,14,Monoclinic,1
322510,7031153,15,Monoclinic,1
322511,7031154,14,Monoclinic,1
322512,7031155,14,Monoclinic,1
322513,7031156,14,Monoclinic,1
322514,7031157,14,Monoclinic,1
322515,7031158,33,Orthorhombic,2
322516,7031159,2,Triclinic,0
322517,7031160,14,Monoclinic,1
322518,7031161,14,Monoclinic,1
322519,7031162,14,Monoclinic,1
322520,7031163,2,Triclinic,0
322521,7031164,4,Monoclinic,1
322522,7031165,159,Trigonal,4
322523,7031166,14,Monoclinic,1
322524,7031167,14,Monoclinic,1
322525,7031168,14,Monoclinic,1
322526,7031169,14,Monoclinic,1
322527,7031170,14,Monoclinic,1
322528,7031171,14,Monoclinic,1
322529,7031172,4,Monoclinic,1
322530,7031173,15,Monoclinic,1
322531,7031174,15,Monoclinic,1
322532,7031175,14,Monoclinic,1
322533,7031176,2,Triclinic,0
322534,7031177,29,Orthorhombic,2
322535,7031178,15,Monoclinic,1
322536,7031179,14,Monoclinic,1
322537,7031180,15,Monoclinic,1
322538,7031181,14,Monoclinic,1
322539,7031182,9,Monoclinic,1
322540,7031183,14,Monoclinic,1
322541,7031184,2,Triclinic,0
322542,7031185,14,Monoclinic,1
322543,7031186,2,Triclinic,0
322544,7031187,218,Cubic,6
322545,7031188,121,Tetragonal,3
322546,7031189,218,Cubic,6
322547,7031190,15,Monoclinic,1
322548,7031191,15,Monoclinic,1
322549,7031192,15,Monoclinic,1
322550,7031193,2,Triclinic,0
322551,7031194,14,Monoclinic,1
322552,7031195,15,Monoclinic,1
322553,7031196,14,Monoclinic,1
322554,7031197,2,Triclinic,0
322555,7031198,61,Orthorhombic,2
322556,7031199,61,Orthorhombic,2
322557,7031200,14,Monoclinic,1
322558,7031201,14,Monoclinic,1
322559,7031202,2,Triclinic,0
322560,7031203,19,Orthorhombic,2
322561,7031204,5,Monoclinic,1
322562,7031205,2,Triclinic,0
322563,7031206,15,Monoclinic,1
322564,7031207,29,Orthorhombic,2
322565,7031208,15,Monoclinic,1
322566,7031209,14,Monoclinic,1
322567,7031210,14,Monoclinic,1
322568,7031211,14,Monoclinic,1
322569,7031212,29,Orthorhombic,2
322570,7031213,15,Monoclinic,1
322571,7031214,15,Monoclinic,1
322572,7031215,14,Monoclinic,1
322573,7031216,14,Monoclinic,1
322574,7031217,19,Orthorhombic,2
322575,7031218,159,Trigonal,4
322576,7031219,14,Monoclinic,1
322577,7031220,14,Monoclinic,1
322578,7031221,4,Monoclinic,1
322579,7031222,2,Triclinic,0
322580,7031223,114,Tetragonal,3
322581,7031224,56,Orthorhombic,2
322582,7031225,43,Orthorhombic,2
322583,7031226,14,Monoclinic,1
322584,7031227,14,Monoclinic,1
322585,7031228,14,Monoclinic,1
322586,7031229,14,Monoclinic,1
322587,7031230,2,Triclinic,0
